delta,theta,alpha,beta,label,subject_id
6.983533945252313e-11,3.112556941286407e-12,2.573579881617155e-12,1.7454995693616006e-12,N1,7111
3.063399153509882e-11,2.7651369880246514e-12,2.832364969500631e-12,1.140896564250511e-12,N2,7111
2.0642656042509368e-10,5.832960951477184e-12,9.018486032822386e-12,4.004239636192495e-12,N3,7111
1.8908535663298864e-10,4.972700853462467e-12,5.277103728525138e-12,1.7063300421882544e-12,N2,7111
1.4998396842025785e-10,5.35050708296321e-12,5.5102359707320835e-12,1.0884805722253357e-12,N3,7111
1.063887895381438e-10,6.4034496263462255e-12,4.857854443954536e-12,1.01034766533271e-12,N2,7111
1.68061881148355e-10,3.8008580403098684e-12,5.752571328225158e-12,1.933659858738681e-12,N3,7111
3.641363914598677e-10,5.026306524512107e-12,4.6115489843132765e-12,1.3823617595625116e-12,N3,7111
4.2789372643567417e-10,9.21728415841e-12,2.3038542130095385e-12,1.2396626177475588e-12,N3,7111
2.9205878280199447e-10,6.191019435799134e-12,2.219915645061261e-12,8.377096911446826e-13,N2,7111
3.459274822934142e-10,1.4630338399423016e-11,5.465965383124725e-12,2.3852792387209074e-12,N3,7111
1.968959694121686e-10,1.450737136183632e-11,5.209422728319414e-12,1.5894628715937117e-12,N2,7111
1.0848638787503059e-10,1.5466075913955822e-11,4.404978960940025e-12,1.5772093986798496e-12,REM,7111
3.912209414474026e-11,5.0649384903469436e-12,3.3765494911003172e-12,1.9906892154921254e-12,N2,7111
2.47694139714438e-10,9.818681829067543e-12,1.0262417947325184e-11,2.8780258896363697e-12,Wake,7111
1.2410162433155063e-10,3.310715489991892e-12,2.2270996168186303e-12,6.934546427386086e-13,N1,7111
7.573396237650036e-11,4.503639899857216e-12,2.253749293116879e-12,1.7493923447572207e-12,N2,7111
6.326608787885668e-11,1.1149090714135102e-11,3.1219136330681457e-12,1.1939705846691369e-12,REM,7111
7.847090002672078e-11,5.69059966124179e-12,2.364793604856321e-12,1.0602372920284988e-12,N1,7111
1.6962186150095202e-11,2.7689045319794053e-12,1.7011021140544185e-12,1.0473488721445022e-12,N2,7111
1.644889784253668e-10,5.037153832009283e-12,3.594846274439075e-12,2.4657760588844014e-12,Wake,7111
3.88933828943819e-11,2.39195405813091e-12,2.3006396371404325e-12,6.812512522085385e-13,N1,7111
3.9712013182056065e-11,4.304938700016378e-12,2.3906234236346004e-12,1.100003384651553e-12,N2,7111
4.9187250024685405e-11,1.9777067994217505e-12,1.8871618842610694e-12,1.160144006166986e-12,N1,7111
5.897223998592305e-11,6.425939379379819e-12,5.6897505881343405e-12,1.809117709657978e-12,N2,7111
1.4328576709798094e-10,6.8999813621772536e-12,3.530451697555503e-12,1.2716434057401794e-12,N3,7111
5.2270582539176587e-11,4.557710743080081e-12,3.3380031217346305e-12,4.987781077125355e-13,N2,7111
1.2891460290241732e-10,6.827992018679551e-12,3.3330374359433526e-12,1.6113704773443455e-12,N3,7111
2.174460836699252e-10,6.5192727446110095e-12,3.914756686125087e-12,1.02110342125397e-12,N2,7111
1.6383969254198557e-10,1.0370548147326305e-11,5.274302904386714e-12,1.0937705182514118e-12,N3,7111
8.576126638467653e-11,4.466434221707913e-12,2.948225512867964e-12,1.1744272186115754e-12,N2,7111
8.141639878360987e-11,1.1659194822127544e-11,3.501127669030137e-12,1.6611419387132866e-12,REM,7111
1.3588933833354168e-11,2.0887548487106616e-12,1.4236069361623703e-12,8.23381082302968e-13,N2,7111
2.7696000838153623e-10,6.9392088779720386e-12,3.99003921125013e-12,2.203291187229864e-12,Wake,7111
1.0137904705858949e-10,4.30729346952589e-12,3.2371307207912497e-12,1.693276578536718e-12,N1,7111
2.3010863665315645e-10,6.749760532730745e-12,3.2370608734482468e-12,1.7121780077551914e-12,Wake,7111
2.7539823693407187e-11,5.0369300331204834e-12,1.2626676736187826e-12,6.705309867358783e-13,N1,7111
2.2483026442168842e-11,3.256712303352047e-12,2.5579645654418613e-12,1.3690056267217742e-12,Wake,7111
5.860489713587994e-11,3.937218574596178e-12,9.262787293122432e-13,5.329383379940258e-13,N1,7111
2.7109262323603603e-11,3.5194219007365573e-12,2.8758687530379485e-12,1.565753940038814e-12,Wake,7111
1.6192444955842653e-11,4.050964959926524e-12,1.03302706983125e-12,4.54862911532965e-13,N1,7111
2.2398206133525866e-11,4.41255248812562e-12,1.5853582451742025e-12,1.1267205831334551e-12,N2,7111
4.583892287549439e-11,5.313958308964147e-12,2.7659435519811326e-12,1.3433227486987897e-12,Wake,7111
4.084856537350749e-11,4.375133080404168e-12,1.45526023210515e-12,8.636961022985851e-13,N1,7111
4.5773571616599506e-11,6.890559880904123e-12,2.655858630798977e-12,1.3658285313804873e-12,N2,7111
1.568463804582254e-10,5.343135100010498e-12,5.144388648013946e-12,3.3695779442700253e-12,Wake,7111
2.03358227088986e-11,3.4789717934931823e-12,1.3341449350931813e-12,6.116661862658486e-13,N1,7111
2.5370555147499256e-11,3.5536008221459912e-12,1.3384249458505865e-12,7.215966622897412e-13,N2,7111
2.890845473581617e-11,5.831903135650028e-12,9.87128637435089e-13,4.613945793693203e-13,REM,7111
2.956761808037177e-11,3.989768705213741e-12,1.947972923755489e-12,1.192774805171135e-12,N1,7111
8.115609847959528e-11,8.322081900874516e-12,1.3311946467072407e-12,7.966576558597952e-13,N2,7111
2.646896725084349e-11,2.5029932538946538e-12,1.2411241738677629e-12,6.910767729484994e-13,N1,7111
5.620000564623717e-11,6.253969359852013e-12,1.729591039789679e-12,1.3760466618340577e-12,N2,7111
1.6052062099126688e-10,8.048640454715362e-12,3.0954805847649237e-12,9.925244456294784e-13,N3,7111
1.1532423575486683e-10,7.604139318373244e-12,1.9805302337275753e-12,1.0964060045071986e-12,N2,7111
2.8502137970615873e-10,7.100173516612309e-12,2.8039749820502585e-12,1.2385293125370846e-12,N3,7111
9.878597747082256e-11,8.505438809059798e-12,2.2481920457293694e-12,1.5486363906440556e-12,N2,7111
3.910571075587093e-10,1.4131681584269313e-11,4.134204071235161e-12,2.2785335473333357e-12,Wake,7111
1.65399458305304e-10,6.919053091569547e-10,2.962253319007223e-10,2.525939474704239e-10,Wake,7112
1.4170134676633122e-11,4.867540523646837e-12,2.798574874671591e-12,1.004225165796726e-12,N1,7112
3.011069005738627e-10,1.740939070158864e-11,5.4022726163001954e-12,4.073697442721764e-12,Wake,7112
1.551638002131064e-11,5.127186836338242e-12,2.768936582959743e-12,1.4039713237708034e-12,N1,7112
5.298467520630685e-11,1.8848554215008372e-11,3.910178367454881e-12,1.5232100199110334e-12,N2,7112
7.996369885622785e-11,5.7081597238810755e-12,1.88272682226871e-12,1.075518246297574e-12,N1,7112
8.06822245699304e-11,2.341897938461381e-11,3.8431185967042365e-12,1.8772575187259895e-12,N2,7112
2.1612415535891832e-10,1.422146543846086e-11,5.0743613346166424e-12,1.8139660454440672e-12,N3,7112
2.826745885081942e-10,1.0703895563221827e-11,4.7028831630891445e-12,1.1671963348111444e-12,N3,7112
2.65920613825307e-10,1.4023276602469821e-11,5.984172916059859e-12,1.977876947543203e-12,N3,7112
4.0935528098514294e-10,1.9551885382171572e-11,4.810417788754193e-12,1.5475672682404647e-12,N3,7112
3.4570273400318816e-10,1.3351142534375083e-11,4.963639668111986e-12,1.6381437967989444e-12,N3,7112
3.81848150612733e-10,1.2083212578074977e-11,4.4272343218001624e-12,1.2750663056865503e-12,N3,7112
9.669005580275225e-11,5.275134798102549e-12,1.876329298975854e-12,5.771994339771525e-13,N1,7112
3.019557368785437e-10,1.0377803071010853e-11,2.3474722879434742e-12,1.0080591944112212e-12,N2,7112
1.4001156254075953e-10,1.2288587043580084e-11,4.2195043781153206e-12,1.706458172443412e-12,REM,7112
2.5793084665548977e-11,2.934860682726751e-12,1.7212574837294156e-12,9.692368155545948e-13,N1,7112
1.9470730696739393e-11,2.894955619336277e-12,2.5141744545205503e-12,1.9400701551735356e-12,N2,7112
2.829556273322952e-10,1.2791250444210408e-11,4.0871147046017736e-12,1.8144656436323272e-12,N3,7112
1.588941014779525e-10,1.0588982206508106e-11,4.044750111252797e-12,7.702342995881146e-13,N2,7112
2.0401159754570195e-10,2.326162238386467e-11,5.8976472962560675e-12,8.688939355068631e-13,N3,7112
1.718209714900019e-10,9.055324338606924e-12,3.985636456334988e-12,1.7785949296811102e-12,N2,7112
1.819689069323307e-10,1.1041958357942623e-11,5.198589137522404e-12,1.4905733354634204e-12,N3,7112
6.290152908580214e-10,1.655188838032218e-11,4.519064698295098e-12,6.129044801015765e-13,N3,7112
3.288288928244197e-10,1.3547633706477414e-11,4.933493503924273e-12,6.208570740608326e-13,N3,7112
3.967963803603227e-10,1.209190637767758e-11,4.7909528779655575e-12,1.104307156824676e-12,N3,7112
1.499571755989217e-10,7.746106098810442e-12,3.824032358738027e-12,1.0496685794920402e-12,N1,7112
5.674793705379659e-11,3.084873174355328e-12,2.1001512102139838e-12,1.3327412911896989e-12,N2,7112
1.9273590797480267e-10,1.1563109918774711e-11,4.943543185838045e-12,1.9094978356090767e-12,N3,7112
4.2842353236328413e-10,1.3322417970615295e-11,5.3927355385260826e-12,1.1734110859703835e-12,N3,7112
7.009536471445041e-10,1.758543850911436e-11,3.3731254282703765e-12,2.0298978369829108e-12,N3,7112
4.769310457017342e-10,7.042997808807912e-12,3.518588536737793e-12,1.3762813753477174e-12,N2,7112
3.618325099054153e-10,1.0408029675267553e-11,6.352585677654848e-12,3.2769204278228924e-12,N3,7112
5.5320985285747005e-11,6.917356320058962e-12,2.093696124828596e-12,1.094518131166274e-12,N2,7112
1.2586249000844155e-10,8.867827285437844e-12,3.796646867664156e-12,1.080691217136941e-12,N1,7112
2.4789861969261063e-10,4.890987277398774e-12,2.8596108119069497e-12,1.881580169390311e-12,Wake,7112
1.3163057344853166e-10,4.2611272658849936e-12,1.8137830498095147e-12,5.055599258315224e-13,N1,7112
5.5211420037384895e-11,4.180110013250655e-12,2.1623584388685946e-12,1.5359293868653107e-12,N2,7112
3.358739833110181e-11,5.329338373294806e-12,4.872906447968186e-12,2.1898255890547502e-12,N1,7112
1.8877348820185787e-11,2.584363777234281e-12,1.781704074016946e-12,8.552040946971132e-13,N2,7112
2.3721830415501327e-10,1.6646010140794728e-11,8.269415255882199e-12,8.748465946024084e-13,N3,7112
3.018405182637511e-10,8.87144202091662e-12,4.686810890400279e-12,2.0032950122582247e-12,Wake,7112
8.894476548624146e-11,5.149441477870457e-12,3.4951767362393753e-12,1.1990989462678225e-12,N1,7112
1.099662483409611e-10,5.903366576920184e-12,2.619381565628214e-12,9.9865080887673e-13,REM,7112
8.761038815908465e-11,7.31094949579513e-12,2.052612863853274e-12,1.6439712762958168e-12,N1,7112
2.825158001663928e-11,9.686565392923456e-12,2.0480419627946836e-12,1.9315979880001204e-12,N2,7112
1.6236053338041102e-10,1.095311370855021e-11,4.672945794720322e-12,1.5200005289170567e-12,N3,7112
2.825315791712692e-10,8.00251030317482e-12,3.2883611739009106e-12,7.90193350644896e-13,N3,7112
2.7594973878337287e-10,8.898346726802479e-12,4.036247099630172e-12,1.003448532542185e-12,N3,7112
4.662582422439369e-10,1.680231755702309e-11,3.376166560274875e-12,8.308862360038541e-13,N3,7112
3.3613679027164343e-10,9.792266333559918e-12,3.106873007141928e-12,1.171128940796776e-12,N3,7112
6.590919939392091e-10,1.2602670283721618e-11,2.6208038721129665e-12,1.1467141995354996e-12,N3,7112
3.8155115631851516e-10,1.1080722543465542e-11,3.519668933403115e-12,8.670828737238007e-13,N3,7112
4.214873875870398e-10,1.845475843676921e-11,3.678801497207706e-12,9.64714148984232e-13,N3,7112
3.06869314195494e-10,8.220919307124674e-12,3.1045448493135576e-12,1.1200499330336924e-12,N3,7112
5.122338574746615e-10,1.0237298009618866e-11,3.442481225837619e-12,7.296211504302898e-13,N3,7112
3.2001087377807446e-10,1.298297709395889e-11,3.027332940758945e-12,1.3673244894625186e-12,N3,7112
2.3868118296824605e-10,1.0607888970479842e-11,3.408166513010396e-12,1.2601924172951752e-12,N2,7112
1.0614634907453895e-10,7.764619294020824e-12,1.706017213476775e-12,5.895304960634487e-13,N3,7112
1.0832912580943669e-10,9.866072484592197e-12,3.741651430643391e-12,1.4306747205505423e-12,N2,7112
1.1272824146039081e-10,6.436398808449209e-12,2.7648017645807747e-12,1.6957706978332585e-12,REM,7112
2.1900762450538684e-11,6.9040424202720294e-12,1.7307718035776387e-12,5.632207246590144e-13,REM,7112
6.59805366392936e-11,7.825402261380652e-12,2.1896173968320128e-12,4.758572486971275e-13,N2,7112
3.3794197396454827e-11,4.902242051267973e-12,3.382062173984062e-12,9.11536594093919e-13,N1,7112
2.2640920674002958e-11,3.7377853388101625e-12,2.335469695793064e-12,2.1506939539902686e-12,N2,7112
3.77579910628145e-11,5.878533068255485e-12,3.84125217257334e-12,2.496901698995542e-12,N1,7112
7.620651368607581e-11,4.154121048990473e-12,2.5903714847178354e-12,1.0185836978095032e-12,N2,7112
1.2039497611161056e-10,7.645856934502227e-12,5.67083983337882e-12,1.025712103004838e-12,N1,7112
4.4876009286649174e-11,5.63578796010357e-12,4.335381467373829e-12,1.3579185958236704e-12,N2,7112
1.1103951391052557e-10,1.0830934781236306e-11,5.019201289299311e-12,6.706281945082639e-13,N3,7112
6.472208875363869e-11,6.9830171076864755e-12,3.5259574331476117e-12,1.0805360043205928e-12,N2,7112
3.5430887886696215e-11,4.817968026050494e-12,2.5556705254547135e-12,1.2427419191562827e-12,N1,7112
1.8148821856080998e-10,6.549160086171741e-12,5.1751431522272285e-12,2.343952348293471e-12,Wake,7112
4.435776300747341e-11,4.911299049283636e-12,2.0787563053724313e-12,7.108366774193434e-13,N1,7112
1.8390210396176035e-10,9.193275934799825e-12,6.20872848067393e-12,1.1189965248369164e-12,N2,7112
8.741914391714622e-11,8.078395298332356e-12,6.404518247098031e-12,4.0288893126876e-12,N1,7112
1.839165326807669e-11,3.261235344943756e-12,1.9609150671737466e-12,1.0103904321956362e-12,N2,7112
2.253647844197695e-11,9.301109268601097e-12,9.564412853074266e-13,6.313998876340718e-13,REM,7112
4.042793468348808e-11,8.219872922455984e-12,2.2037233091744214e-12,1.4431541038563242e-12,N2,7112
6.020362203662352e-11,5.6132697521786e-12,4.185893228077487e-12,2.216183215963133e-12,N1,7112
3.1815549261449984e-11,2.79139307694198e-12,1.7617798756302328e-12,7.320221132833422e-13,N2,7112
1.9221518833955004e-10,9.357697410971012e-12,3.3200992248842584e-12,9.919406778352935e-13,N3,7112
4.51321454367837e-11,5.7651791258515766e-12,2.6089647608902037e-12,1.116938277037099e-12,N2,7112
1.858794095878233e-10,8.995663274885225e-12,3.182439812789828e-12,6.240846558312504e-13,N3,7112
6.97935287989677e-11,6.57566144294366e-12,3.201285538777361e-12,1.3377722603404687e-12,N2,7112
1.5924764630523923e-10,6.4999591707495615e-12,2.5698874056792248e-12,7.892747223449861e-13,N3,7112
1.0218443278546791e-10,5.5536068572666185e-12,2.5733624233844723e-12,1.074741995586128e-12,N2,7112
1.6153608963509728e-10,1.029394575344805e-11,3.5580373670244434e-12,1.3006034730653771e-12,N3,7112
1.5274980186355172e-10,6.014422463903721e-12,3.1580958393011887e-12,7.805139351913422e-13,N2,7112
2.2539573939860282e-10,7.787565263858957e-12,2.780240018063346e-12,7.845413657504396e-13,N3,7112
2.6160269728016608e-11,4.032016163096537e-12,2.2083239663241443e-12,1.0496150853829507e-12,N1,7112
6.18184453685972e-11,4.820880909222697e-12,2.5225696086106376e-12,1.3987710701908932e-12,N2,7112
7.281131782216774e-11,5.365560994549946e-12,3.456158226795403e-12,2.3614028634744576e-12,N1,7112
6.615515806558546e-11,6.879859437043259e-12,3.830972978089745e-12,2.2823149105340633e-12,N2,7112
5.161669078018991e-10,7.188392816866942e-12,5.4933232789564284e-12,5.044469911594249e-12,Wake,7112
2.8552284324622738e-11,4.283908182451727e-12,1.7447660541101912e-12,4.582948395509921e-13,N1,7112
2.221884908759706e-11,4.620868754743638e-12,1.747189671827605e-12,5.542265624145064e-13,N2,7112
6.021850598075439e-11,8.90838623841801e-12,2.4275653722489407e-12,1.2734109931832438e-12,REM,7112
1.9340214251001257e-11,5.206022961389161e-12,1.8631218134451036e-12,1.2347233044213645e-12,N2,7112
6.937883845080406e-11,1.1788336949345665e-11,4.059414221125476e-12,1.6555285740409e-12,N3,7112
5.082653983674164e-11,1.0450516818090835e-11,3.0724289834125446e-12,2.2394574692723143e-12,N2,7112
1.0419429383006581e-10,9.412737424369222e-12,3.0807055553366417e-12,1.6223279368194093e-12,N3,7112
1.0128610068522616e-10,7.925520626914784e-12,3.1235859090365428e-12,1.6210418179844734e-12,N2,7112
4.83087387262109e-11,8.50309071166205e-12,2.667865358408151e-12,1.6702046098192808e-12,N1,7112
8.516276273901255e-10,2.6480642112466356e-11,7.123384196733263e-12,6.720911743794691e-12,Wake,7112
3.8225840347243337e-10,1.1070933650006509e-10,8.442683880572361e-11,4.609938364749545e-11,Wake,7121
1.447589477963413e-11,2.5353189952556692e-12,8.364763872360534e-13,5.716028308793116e-13,N1,7121
8.685910361211481e-11,4.9525738237048314e-12,2.3462945770652405e-12,1.587727093896632e-12,Wake,7121
1.6811119460473324e-11,3.3390689114476716e-12,1.610793310618964e-12,7.319437267267775e-13,N1,7121
6.869061092840124e-11,1.3506710084822168e-11,3.6012085050440037e-12,2.31012800657626e-12,N2,7121
1.811579174115551e-11,4.824034839494515e-12,2.96810426885594e-12,1.3564273805936595e-12,N1,7121
2.8545870323509418e-11,6.967368372483641e-12,2.804033082252636e-12,1.1510862476471758e-12,N2,7121
3.053609484377412e-10,1.4248452885584809e-11,1.0399128311772763e-11,1.1765975797347108e-12,N3,7121
1.6919265590268483e-10,1.6386819768663963e-11,9.018833014719855e-12,1.0214262546774625e-12,N2,7121
2.2252310261915494e-10,1.5738545624730735e-11,1.3211581789571769e-11,2.253379090229515e-12,N3,7121
2.485161256566893e-10,2.047537945233402e-11,1.0680940766552151e-11,1.1680648734487907e-12,N3,7121
4.692567205697752e-10,2.6193202978267642e-11,8.52205695738049e-12,1.2645329923011847e-12,N3,7121
4.727998599540714e-10,1.527846749792114e-11,7.37052559754532e-12,8.839819284733575e-13,N3,7121
3.283129164281982e-10,1.7331970172812043e-11,8.282993614311182e-12,1.3833913356753306e-12,N3,7121
4.02418423600059e-10,2.1752509327155357e-11,1.0214505375569204e-11,7.745091049005251e-13,N3,7121
3.2210198094894644e-10,1.8548493510378635e-11,7.700034202534727e-12,1.2515019083636692e-12,N3,7121
3.407074732094361e-10,1.0849362503509364e-11,7.705085925184926e-12,7.374906663633855e-13,N3,7121
2.551803788097297e-10,2.379152086185338e-11,7.546678801729738e-12,3.8747105484638405e-12,N3,7121
1.3757595345486674e-10,1.3955832080145012e-11,5.989350643064494e-12,1.851826016611733e-12,N1,7121
7.821812376449849e-11,8.606449664448251e-12,6.0365591349068395e-12,1.3624375086231767e-12,N2,7121
1.5366167078876447e-10,1.5432893173289267e-11,9.224620717959443e-12,8.781304048977722e-13,N3,7121
1.0793142166490844e-10,1.839831903776624e-11,7.902224789084775e-12,6.091400813308102e-13,N2,7121
1.9573669249545016e-10,1.6532702356797697e-11,8.461987575611182e-12,5.78964546116693e-13,N3,7121
4.949387276038586e-10,2.324045708092793e-11,7.288604813553741e-12,5.545507337234325e-13,N3,7121
3.9830007330136226e-10,1.8547213299835514e-11,8.365909642611644e-12,9.542287031380734e-13,N3,7121
4.6312601353145266e-10,2.3514549472531727e-11,7.441543383848928e-12,6.414000720594902e-13,N3,7121
2.823719462042389e-10,1.3314161499885097e-11,6.0223625809450546e-12,6.674876475115017e-13,N3,7121
2.85553866297401e-10,1.2765777952378211e-11,1.0945911539336611e-11,9.473435278779846e-13,N3,7121
5.968712390453887e-10,3.1463799314701817e-11,1.0611071242144334e-11,2.418485292620034e-12,N3,7121
1.074715099898194e-10,8.565943687722024e-12,9.169048786415162e-12,1.615233325139642e-12,N2,7121
4.3145605598104513e-10,1.780748820721969e-11,8.3991871760264e-12,1.3363504533015057e-12,N3,7121
3.5872528745505245e-11,5.681648851906254e-12,8.37771842830295e-12,1.1410829032803716e-12,N2,7121
1.8496233666309825e-10,1.2850439423833461e-11,8.768729804385921e-12,1.1574385934048316e-12,N3,7121
3.0150441381951815e-10,1.7504785075947097e-11,8.32482628588719e-12,6.870198947487522e-13,N3,7121
3.7432578110029265e-10,3.0653759405483733e-11,9.687388573677732e-12,6.370435148069085e-13,N3,7121
1.3106422681675473e-10,1.0866966291355797e-11,5.3175940516128855e-12,6.723709600128994e-13,N2,7121
3.1454475383244523e-10,2.399906302701349e-11,7.335421537373215e-12,1.4355261204600318e-12,N3,7121
4.6270935967199496e-10,2.5470344420022885e-11,7.1615436069501115e-12,1.0608990247718721e-12,N3,7121
3.3256487455848495e-10,4.40864710684487e-11,1.5292251495785813e-11,2.2823228155476835e-12,N3,7121
1.5752978106721253e-10,7.058981289075672e-12,3.018029759468404e-12,1.0732890513406805e-12,N2,7121
2.2182606536934369e-10,2.530068911832466e-11,1.4350929064185743e-11,7.982212537116958e-13,N3,7121
1.0639939080271592e-10,1.6061061961069277e-11,9.517385911593896e-12,1.3323580572831131e-12,N2,7121
1.5168486922713589e-10,1.2666594135574618e-11,9.042310844426508e-12,1.4637025636528278e-12,N3,7121
2.742846412030792e-10,8.187973010253617e-12,5.713029386283045e-12,7.551793899480447e-13,N2,7121
2.0870508644563114e-10,1.0112395080504701e-11,5.703835044645093e-12,1.1202225427390152e-12,N3,7121
1.3524621937134582e-10,7.255840160230084e-12,4.586043809980188e-12,7.567884910845882e-13,N2,7121
2.596420810515108e-10,2.116428740270826e-11,1.200245577674389e-11,1.3215068707493405e-12,N3,7121
8.08282257143849e-11,8.088106755235012e-12,4.423847707488866e-12,1.222425806710892e-12,N2,7121
1.6320640750859926e-10,1.478724264996463e-11,5.566043807705009e-12,1.4117534901382408e-12,N3,7121
1.5577140003787583e-10,1.9340184985722764e-11,1.521751415589792e-11,1.4816234260053472e-12,N2,7121
1.8137418979978555e-10,1.0917526393023361e-11,1.0495905483163984e-11,1.9777887530465945e-12,N3,7121
6.022612271762426e-11,6.853915711434913e-12,5.996604003887413e-12,1.121660380766019e-12,N2,7121
2.1217771264854052e-10,1.3887988618123376e-11,7.442288611704213e-12,1.6740573513099206e-12,N3,7121
3.230650000491865e-10,2.1201899308636925e-11,5.911823111099752e-12,1.088017868121157e-12,N2,7121
1.9328026834654882e-10,2.2905111412897203e-11,7.231564621032229e-12,1.6628928881331745e-12,N3,7121
1.6095376436218532e-10,2.175269744063719e-11,7.398521250816519e-12,2.225232723934226e-12,N2,7121
2.788323077163809e-10,1.848002283549789e-11,1.4215728622652115e-11,1.1579021788207487e-12,N3,7121
1.258149429916465e-10,1.0630337829520975e-11,5.523492242680814e-12,1.5532628395375648e-12,N2,7121
8.923379053761583e-11,2.2949409399841175e-11,5.270518539342603e-12,7.594003046823196e-13,REM,7121
1.382739790984931e-10,1.996530357999204e-11,1.938482423078689e-11,3.538926121883319e-12,N2,7121
1.5853375083528003e-10,1.0216128616271143e-11,6.381993742388763e-12,6.387223912333444e-13,N3,7121
1.6883546591358554e-10,1.249440047968724e-11,5.659637130548148e-12,6.625570900811902e-13,N2,7121
3.0141856240686245e-10,1.401146760854201e-11,1.0903548290699883e-11,5.582301470968422e-13,N3,7121
4.466560630515192e-10,1.7964650973812698e-11,1.2280150545176558e-11,5.413493531405578e-13,N3,7121
3.3556940543338536e-10,1.7338418974881672e-11,1.0237381556215153e-11,5.643682419385673e-13,N3,7121
2.4450521934605936e-10,1.5775126508637563e-11,1.1279237391067142e-11,5.075974994359873e-13,N3,7121
3.253649113545505e-10,1.527440820304992e-11,6.505089513466249e-12,3.84945650683305e-13,N3,7121
5.199366486119435e-10,1.6043179336935166e-11,5.255373996248517e-12,5.313554642681253e-13,N3,7121
3.9033281174912835e-10,2.349435480714577e-11,7.144282040460724e-12,4.844709106886587e-13,N3,7121
7.580652490917614e-11,6.5347958446576985e-12,4.548327987923052e-12,1.1143223021537814e-12,N2,7121
2.967366616678566e-10,1.9747236109855916e-11,1.569398154325255e-11,9.729571617936127e-13,N3,7121
1.7448656030897935e-10,9.515396866460671e-12,5.633347554170633e-12,6.940693990683102e-13,N2,7121
1.9651088355436122e-10,1.7232285164955332e-11,8.146653150501463e-12,1.0048852076830597e-12,N3,7121
5.293592287812768e-11,8.864386962693745e-12,8.428515318463033e-12,8.777832352273503e-13,N2,7121
1.368974518390297e-10,1.3521811517854591e-11,6.699297846352704e-12,6.237903252429794e-13,N3,7121
7.331912296118282e-11,9.092776692096838e-12,6.427395680734056e-12,6.512045354360316e-13,N2,7121
3.357060369991506e-10,1.4928475824484743e-11,5.51150884910542e-12,6.033302893916943e-13,N3,7121
1.1431615476668654e-10,1.4064536539982776e-11,8.280013186111553e-12,4.646334290516121e-13,N2,7121
2.1704169631215744e-10,1.250153969133653e-11,1.0529119408811448e-11,8.800488317574245e-13,N3,7121
9.43317871736173e-11,8.06996145848671e-12,5.615783692024544e-12,4.5067442597766505e-13,N2,7121
2.2234316174308244e-10,1.3147140375974854e-11,9.128400863745476e-12,6.020283968079682e-13,N3,7121
1.8582864809127316e-10,1.4626667917047573e-11,4.835423908605596e-12,5.435547026359908e-13,N2,7121
2.1659324613338672e-10,1.1497021711905868e-11,4.698976225495533e-12,4.858855749188275e-13,N3,7121
1.564948570042846e-10,1.2822320084971436e-11,6.680782785845745e-12,7.854922803945598e-13,N2,7121
1.5732157573647715e-10,1.1497696159266475e-11,5.5993385161998216e-12,4.628953818790153e-13,N3,7121
1.0196095287384073e-10,9.709257505778998e-12,6.3282386220061184e-12,8.459899475168965e-13,N2,7121
3.206094254161552e-10,2.0189190456379423e-11,1.2612978665778017e-11,1.3177576086167031e-12,N3,7121
1.23039989007152e-10,1.1639466507123454e-11,1.0037257899359344e-11,8.115088356505318e-13,N2,7121
2.7982206252827433e-10,1.7550656914423236e-11,1.394756935019036e-11,1.0222247963812096e-12,N3,7121
1.3149600071336878e-10,9.588159380938067e-12,8.2070228508776e-12,5.762769808531259e-13,N2,7121
1.8806497414620082e-10,1.012833862125379e-11,7.576227152374223e-12,9.408791106314265e-13,N3,7121
6.893898412459203e-11,7.919284272798226e-12,8.223493373939244e-12,1.5012071555355405e-12,N2,7121
1.2947343101142821e-10,1.147640501739326e-11,7.340233659741898e-12,1.1007769042834202e-12,N3,7121
4.263327317034285e-10,2.2272727936707728e-11,1.3002738752906704e-11,9.13996147162536e-13,N2,7121
1.4816419411347715e-10,1.6388676284110603e-11,9.031374446583214e-12,2.3903475362320965e-12,N3,7121
5.846513866959631e-11,6.096193590112778e-12,8.325080391488971e-12,1.2786549101916495e-12,N2,7121
7.863099290295102e-11,1.833266968050556e-11,4.091876604232646e-12,5.293354094777472e-13,REM,7121
3.137745203123145e-11,4.4728741594246924e-12,2.7668678412997687e-12,8.694906161479011e-13,N1,7121
1.2656847056967742e-10,6.08367977011831e-12,4.759552529290351e-12,1.8118742945299512e-12,Wake,7121
1.5491692264317504e-11,2.485038912176817e-12,1.5266795023453624e-12,9.262531879109361e-13,N1,7121
5.378458159595232e-11,8.716579490267493e-12,3.661294296044582e-12,8.693543026971092e-13,N2,7121
3.6699644365825753e-10,1.1889316703432052e-11,7.884162617484742e-12,7.426953179267064e-13,N3,7121
1.4692359043296216e-10,8.495339326598493e-12,5.7290947406485544e-12,4.979528262234902e-13,N2,7121
1.2341838961849154e-10,1.1988975426438872e-11,8.99147121403453e-12,7.690214247972626e-13,N3,7121
1.3475068748224324e-10,9.7999192697923e-12,1.0769062698684347e-11,3.86550404974945e-13,N2,7121
1.8899835483372024e-10,1.623088877503785e-11,8.113208042754893e-12,4.0195666736110315e-13,N3,7121
